rplo 1 (Cyanobacteria),rplo 2 (Firmicutes),rplo 60 (Firmicutes),rplo 7 (Actinobacteria),rplo 10 (Firmicutes),rplo 100 (Proteobacteria),rplo 101 (Proteobacteria),rplo 102 (Actinobacteria),rplo 103 (Actinobacteria),rplo 104 (Bacteroidetes),rplo 105 (Proteobacteria),rplo 106 (Acidobacteria),rplo 107 (Actinobacteria),rplo 108 (Actinobacteria),rplo 109 (Proteobacteria),rplo 11 (Proteobacteria),rplo 110 (Proteobacteria),rplo 111 (Actinobacteria),rplo 112 (Actinobacteria),rplo 113 (unknown),rplo 114 (Deinococcus-Thermus),rplo 115 (Acidobacteria),rplo 116 (unknown),rplo 117 (Deferribacteres),rplo 118 (Acidobacteria),rplo 119 (Actinobacteria),rplo 12 (Gemmatimonadetes),rplo 120 (Actinobacteria),rplo 121 (Actinobacteria),rplo 122 (Cyanobacteria),rplo 123 (Cyanobacteria),rplo 124 (Chloroflexi),rplo 125 (Actinobacteria),rplo 126 (Gemmatimonadetes),rplo 127 (Acidobacteria),rplo 128 (Acidobacteria),rplo 129 (Proteobacteria),rplo 13 (Proteobacteria),rplo 130 (Verrucomicrobia),rplo 131 (Proteobacteria),rplo 132 (Proteobacteria),rplo 133 (Proteobacteria),rplo 135 (Actinobacteria),rplo 136 (Cyanobacteria),rplo 137 (Proteobacteria),rplo 138 (Bacteroidetes),rplo 139 (Actinobacteria),rplo 14 (Proteobacteria),rplo 140 (Chloroflexi),rplo 141 (Firmicutes),rplo 142 (Actinobacteria),rplo 143 (Actinobacteria),rplo 144 (Cyanobacteria),rplo 145 (Actinobacteria),rplo 146 (Chloroflexi),rplo 147 (Actinobacteria),rplo 148 (Chloroflexi),rplo 149 (Actinobacteria),rplo 15 (Firmicutes),rplo 150 (Actinobacteria),rplo 151 (Actinobacteria),rplo 152 (Bacteroidetes),rplo 153 (Bacteroidetes),rplo 154 (Proteobacteria),rplo 155 (Proteobacteria),rplo 156 (Proteobacteria),rplo 157 (Bacteroidetes),rplo 158 (Chloroflexi),rplo 159 (Actinobacteria),rplo 16 (Proteobacteria),rplo 160 (Actinobacteria),rplo 161 (Proteobacteria),rplo 162 (Actinobacteria),rplo 163 (Actinobacteria),rplo 164 (Cyanobacteria),rplo 165 (Proteobacteria),rplo 166 (Actinobacteria),rplo 167 (Chloroflexi),rplo 168 (Proteobacteria),rplo 169 (Proteobacteria),rplo 17 (Actinobacteria),rplo 170 (Proteobacteria),rplo 171 (Actinobacteria),rplo 172 (Firmicutes),rplo 173 (Proteobacteria),rplo 174 (Bacteroidetes),rplo 175 (Proteobacteria),rplo 176 (Proteobacteria),rplo 177 (Proteobacteria),rplo 178 (Acidobacteria),rplo 179 (Actinobacteria),rplo 18 (Gemmatimonadetes),rplo 180 (Actinobacteria),rplo 181 (Actinobacteria),rplo 182 (Bacteroidetes),rplo 183 (Actinobacteria),rplo 184 (Proteobacteria),rplo 185 (Acidobacteria),rplo 186 (Proteobacteria),rplo 187 (Thermotogae),rplo 188 (Chloroflexi),rplo 189 (Chloroflexi),rplo 190 (Planctomycetes),rplo 191 (Bacteroidetes),rplo 192 (Actinobacteria),rplo 193 (Proteobacteria),rplo 194 (Proteobacteria),rplo 195 (Gemmatimonadetes),rplo 196 (Thermotogae),rplo 197 (Actinobacteria),rplo 198 (Acidobacteria),rplo 199 (Thermobaculum),rplo 20 (Actinobacteria),rplo 200 (Actinobacteria),rplo 201 (Acidobacteria),rplo 202 (Firmicutes),rplo 203 (Chloroflexi),rplo 204 (Bacteroidetes),rplo 206 (Actinobacteria),rplo 207 (Proteobacteria),rplo 209 (Proteobacteria),rplo 21 (Actinobacteria),rplo 210 (Proteobacteria),rplo 211 (Actinobacteria),rplo 212 (unknown),rplo 213 (Bacteroidetes),rplo 214 (Bacteroidetes),rplo 215 (Verrucomicrobia),rplo 216 (Actinobacteria),rplo 217 (Proteobacteria),rplo 219 (Thermotogae),rplo 22 (Actinobacteria),rplo 220 (Chloroflexi),rplo 221 (Proteobacteria),rplo 222 (Proteobacteria),rplo 223 (Chloroflexi),rplo 224 (Chloroflexi),rplo 225 (Firmicutes),rplo 226 (Actinobacteria),rplo 227 (Actinobacteria),rplo 228 (Proteobacteria),rplo 229 (Proteobacteria),rplo 23 (Proteobacteria),rplo 230 (Proteobacteria),rplo 231 (Bacteroidetes),rplo 232 (Bacteroidetes),rplo 233 (Bacteroidetes),rplo 234 (Gemmatimonadetes),rplo 235 (Bacteroidetes),rplo 236 (Proteobacteria),rplo 237 (Firmicutes),rplo 238 (Acidobacteria),rplo 239 (Proteobacteria),rplo 24 (Actinobacteria),rplo 240 (Actinobacteria),rplo 241 (Gemmatimonadetes),rplo 242 (Acidobacteria),rplo 243 (Cyanobacteria),rplo 244 (Bacteroidetes),rplo 245 (Firmicutes),rplo 246 (Aquificae),rplo 247 (Firmicutes),rplo 248 (Cyanobacteria),rplo 249 (Proteobacteria),rplo 25 (Acidobacteria),rplo 250 (Actinobacteria),rplo 251 (Proteobacteria),rplo 252 (Thermotogae),rplo 253 (Actinobacteria),rplo 254 (Proteobacteria),rplo 255 (Proteobacteria),rplo 256 (Acidobacteria),rplo 257 (Chloroflexi),rplo 258 (Actinobacteria),rplo 259 (Proteobacteria),rplo 26 (Actinobacteria),rplo 260 (Acidobacteria),rplo 261 (Bacteroidetes),rplo 262 (Actinobacteria),rplo 263 (Cyanobacteria),rplo 264 (Actinobacteria),rplo 265 (Verrucomicrobia),rplo 266 (Proteobacteria),rplo 267 (Proteobacteria),rplo 268 (Chloroflexi),rplo 269 (Actinobacteria),rplo 27 (Proteobacteria),rplo 270 (Actinobacteria),rplo 271 (Proteobacteria),rplo 272 (Thermotogae),rplo 273 (Acidobacteria),rplo 274 (Bacteroidetes),rplo 275 (Chloroflexi),rplo 276 (Bacteroidetes),rplo 277 (Chloroflexi),rplo 278 (unknown),rplo 279 (Chloroflexi),rplo 28 (Proteobacteria),rplo 280 (Acidobacteria),rplo 281 (Chloroflexi),rplo 282 (Acidobacteria),rplo 283 (Verrucomicrobia),rplo 284 (Acidobacteria),rplo 285 (Proteobacteria),rplo 286 (unknown),rplo 287 (Chloroflexi),rplo 288 (Deinococcus-Thermus),rplo 289 (Proteobacteria),rplo 29 (Gemmatimonadetes),rplo 290 (Acidobacteria),rplo 291 (Nitrospirae),rplo 292 (Actinobacteria),rplo 293 (Acidobacteria),rplo 294 (Verrucomicrobia),rplo 295 (Actinobacteria),rplo 296 (Gemmatimonadetes),rplo 297 (Proteobacteria),rplo 298 (Chloroflexi),rplo 299 (unknown),rplo 3 (Proteobacteria),rplo 30 (Proteobacteria),rplo 300 (Proteobacteria),rplo 301 (Chloroflexi),rplo 302 (unknown),rplo 303 (Actinobacteria),rplo 304 (Chloroflexi),rplo 305 (Firmicutes),rplo 306 (Thermotogae),rplo 307 (Acidobacteria),rplo 308 (unknown),rplo 309 (unknown),rplo 31 (Firmicutes),rplo 310 (Chloroflexi),rplo 311 (Acidobacteria),rplo 312 (Gemmatimonadetes),rplo 313 (Firmicutes),rplo 314 (Acidobacteria),rplo 315 (Proteobacteria),rplo 316 (Bacteroidetes),rplo 317 (Gemmatimonadetes),rplo 318 (Acidobacteria),rplo 319 (Cyanobacteria),rplo 32 (Firmicutes),rplo 320 (Actinobacteria),rplo 321 (Firmicutes),rplo 322 (Actinobacteria),rplo 323 (Acidobacteria),rplo 324 (Proteobacteria),rplo 325 (Planctomycetes),rplo 326 (Actinobacteria),rplo 327 (Proteobacteria),rplo 328 (Chloroflexi),rplo 329 (Bacteroidetes),rplo 33 (Bacteroidetes),rplo 330 (Chloroflexi),rplo 331 (Bacteroidetes),rplo 332 (Cyanobacteria),rplo 333 (Firmicutes),rplo 334 (Actinobacteria),rplo 335 (Actinobacteria),rplo 336 (Proteobacteria),rplo 337 (unknown),rplo 338 (Actinobacteria),rplo 34 (Actinobacteria),rplo 340 (unknown),rplo 341 (Actinobacteria),rplo 342 (Chloroflexi),rplo 344 (Proteobacteria),rplo 345 (Actinobacteria),rplo 346 (Chloroflexi),rplo 348 (Cyanobacteria),rplo 349 (Acidobacteria),rplo 35 (Proteobacteria),rplo 350 (Proteobacteria),rplo 351 (Acidobacteria),rplo 352 (Bacteroidetes),rplo 353 (Firmicutes),rplo 355 (Verrucomicrobia),rplo 356 (Proteobacteria),rplo 357 (Cyanobacteria),rplo 359 (Actinobacteria),rplo 36 (Actinobacteria),rplo 360 (Firmicutes),rplo 361 (Firmicutes),rplo 362 (unknown),rplo 363 (Proteobacteria),rplo 364 (Firmicutes),rplo 365 (Armatimonadetes),rplo 366 (Firmicutes),rplo 367 (unknown),rplo 368 (Verrucomicrobia),rplo 369 (Chloroflexi),rplo 37 (Proteobacteria),rplo 370 (Chloroflexi),rplo 371 (Proteobacteria),rplo 373 (Proteobacteria),rplo 375 (Actinobacteria),rplo 376 (Proteobacteria),rplo 377 (Chloroflexi),rplo 378 (unknown),rplo 38 (Actinobacteria),rplo 380 (Actinobacteria),rplo 381 (Bacteroidetes),rplo 383 (Actinobacteria),rplo 385 (Chlorobi),rplo 386 (Actinobacteria),rplo 387 (Bacteroidetes),rplo 388 (Verrucomicrobia),rplo 389 (Armatimonadetes),rplo 39 (Actinobacteria),rplo 390 (Actinobacteria),rplo 391 (Thermotogae),rplo 392 (Firmicutes),rplo 393 (Actinobacteria),rplo 395 (Bacteroidetes),rplo 396 (Chloroflexi),rplo 398 (Chloroflexi),rplo 399 (Proteobacteria),rplo 4 (Firmicutes),rplo 40 (Acidobacteria),rplo 400 (Proteobacteria),rplo 401 (Aquificae),rplo 402 (Proteobacteria),rplo 403 (Bacteroidetes),rplo 405 (Actinobacteria),rplo 407 (Acidobacteria),rplo 408 (Deinococcus-Thermus),rplo 41 (Proteobacteria),rplo 410 (Actinobacteria),rplo 411 (Firmicutes),rplo 412 (Acidobacteria),rplo 413 (Bacteroidetes),rplo 414 (Chloroflexi),rplo 417 (Acidobacteria),rplo 418 (Bacteroidetes),rplo 42 (Acidobacteria),rplo 420 (unknown),rplo 421 (Chloroflexi),rplo 422 (Chloroflexi),rplo 424 (Acidobacteria),rplo 425 (Chloroflexi),rplo 426 (Firmicutes),rplo 427 (unknown),rplo 428 (Acidobacteria),rplo 429 (Bacteroidetes),rplo 43 (Proteobacteria),rplo 430 (Proteobacteria),rplo 431 (Thermobaculum),rplo 434 (Firmicutes),rplo 435 (Actinobacteria),rplo 437 (Bacteroidetes),rplo 438 (Proteobacteria),rplo 439 (Actinobacteria),rplo 44 (Actinobacteria),rplo 441 (Proteobacteria),rplo 444 (Chloroflexi),rplo 445 (Verrucomicrobia),rplo 447 (Chloroflexi),rplo 448 (Bacteroidetes),rplo 449 (Proteobacteria),rplo 45 (Proteobacteria),rplo 450 (unknown),rplo 451 (Acidobacteria),rplo 453 (Actinobacteria),rplo 454 (unknown),rplo 455 (Gemmatimonadetes),rplo 456 (Gemmatimonadetes),rplo 458 (Chloroflexi),rplo 459 (Proteobacteria),rplo 46 (Proteobacteria),rplo 460 (Bacteroidetes),rplo 47 (Proteobacteria),rplo 48 (Actinobacteria),rplo 49 (Gemmatimonadetes),rplo 5 (Firmicutes),rplo 50 (Actinobacteria),rplo 51 (Proteobacteria),rplo 52 (Cyanobacteria),rplo 53 (Proteobacteria),rplo 54 (Proteobacteria),rplo 55 (Proteobacteria),rplo 56 (Proteobacteria),rplo 57 (Proteobacteria),rplo 58 (Proteobacteria),rplo 59 (Actinobacteria),rplo 6 (Actinobacteria),rplo 61 (Proteobacteria),rplo 62 (Proteobacteria),rplo 63 (Actinobacteria),rplo 64 (Cyanobacteria),rplo 65 (Actinobacteria),rplo 66 (Bacteroidetes),rplo 67 (Proteobacteria),rplo 68 (Firmicutes),rplo 69 (Proteobacteria),rplo 70 (Proteobacteria),rplo 71 (Actinobacteria),rplo 72 (Firmicutes),rplo 73 (Bacteroidetes),rplo 74 (Proteobacteria),rplo 75 (Acidobacteria),rplo 77 (Proteobacteria),rplo 78 (Actinobacteria),rplo 79 (Actinobacteria),rplo 8 (Acidobacteria),rplo 80 (Actinobacteria),rplo 81 (unknown),rplo 82 (Actinobacteria),rplo 83 (Acidobacteria),rplo 84 (Proteobacteria),rplo 86 (Proteobacteria),rplo 87 (Proteobacteria),rplo 89 (Bacteroidetes),rplo 9 (Proteobacteria),rplo 90 (Proteobacteria),rplo 91 (Actinobacteria),rplo 92 (Proteobacteria),rplo 93 (Proteobacteria),rplo 94 (unknown),rplo 95 (Proteobacteria),rplo 96 (unknown),rplo 97 (Firmicutes),rplo 98 (Actinobacteria),rplo 99 (Cyanobacteria)
3771.0,2592.0,0.0,457.0,775.0,55.0,74.0,130.0,267.0,119.0,43.0,0.0,63.0,77.0,0.0,0.0,0.0,0.0,76.0,0.0,75.0,42.0,0.0,50.0,45.0,0.0,193.0,22.0,0.0,0.0,0.0,36.0,48.0,22.0,61.0,0.0,0.0,22.0,0.0,23.0,0.0,111.0,54.0,0.0,0.0,0.0,0.0,2136.0,85.0,68.0,0.0,24.0,23.0,123.0,31.0,90.0,16.0,24.0,41.0,113.0,43.0,45.0,0.0,0.0,70.0,20.0,0.0,0.0,191.0,130.0,22.0,20.0,0.0,98.0,0.0,44.0,65.0,54.0,0.0,0.0,97.0,0.0,24.0,38.0,0.0,0.0,20.0,0.0,68.0,23.0,137.0,356.0,44.0,0.0,47.0,36.0,0.0,25.0,24.0,91.0,72.0,0.0,0.0,0.0,145.0,53.0,0.0,21.0,19.0,0.0,0.0,21.0,46.0,61.0,0.0,22.0,72.0,24.0,0.0,0.0,22.0,105.0,39.0,24.0,0.0,0.0,0.0,111.0,0.0,0.0,0.0,145.0,24.0,44.0,43.0,20.0,30.0,0.0,0.0,50.0,23.0,0.0,38.0,69.0,24.0,43.0,166.0,138.0,47.0,20.0,0.0,0.0,0.0,73.0,19.0,0.0,48.0,22.0,95.0,0.0,0.0,20.0,0.0,49.0,22.0,48.0,0.0,0.0,0.0,0.0,0.0,89.0,0.0,51.0,159.0,242.0,0.0,0.0,45.0,0.0,0.0,22.0,0.0,0.0,0.0,43.0,213.0,0.0,0.0,0.0,45.0,24.0,21.0,0.0,72.0,81.0,18.0,19.0,21.0,0.0,23.0,96.0,22.0,0.0,0.0,18.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,24.0,110.0,0.0,0.0,18.0,22.0,164.0,203.0,0.0,50.0,0.0,24.0,23.0,0.0,0.0,17.0,0.0,89.0,0.0,72.0,0.0,23.0,0.0,45.0,0.0,96.0,0.0,0.0,0.0,0.0,0.0,45.0,21.0,22.0,0.0,0.0,24.0,0.0,19.0,71.0,214.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,312.0,0.0,93.0,0.0,0.0,0.0,0.0,0.0,45.0,21.0,22.0,0.0,24.0,0.0,125.0,0.0,23.0,34.0,194.0,32.0,24.0,93.0,20.0,0.0,86.0,23.0,44.0,0.0,12.0,44.0,18.0,22.0,44.0,43.0,0.0,23.0,0.0,63.0,46.0,24.0,46.0,0.0,47.0,0.0,0.0,0.0,300.0,21.0,0.0,23.0,82.0,0.0,36.0,45.0,68.0,1307.0,23.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,109.0,17.0,0.0,0.0,0.0,18.0,0.0,0.0,44.0,22.0,0.0,0.0,0.0,30.0,0.0,22.0,0.0,0.0,40.0,0.0,21.0,0.0,21.0,47.0,25.0,24.0,140.0,0.0,22.0,0.0,0.0,0.0,0.0,87.0,22.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,40.0,24.0,20.0,42.0,64.0,751.0,0.0,41.0,0.0,95.0,43.0,48.0,42.0,20.0,65.0,21.0,80.0,17.0,0.0,0.0,26.0,185.0,51.0,0.0,0.0,45.0,0.0,107.0,0.0,0.0,0.0,0.0,0.0,44.0,116.0,60.0,42.0,20.0,0.0,0.0,84.0,20.0,42.0,167.0,186.0,43.0,73.0,43.0,43.0,42.0,49.0,267.0,0.0,170.0,0.0
1016.0,19.0,231.0,285.0,0.0,0.0,0.0,138.0,197.0,0.0,51.0,0.0,34.0,92.0,1014.0,152.0,0.0,18.0,31.0,81.0,20.0,17.0,416.0,40.0,0.0,17.0,69.0,70.0,69.0,0.0,0.0,72.0,19.0,17.0,122.0,18.0,32.0,18.0,0.0,19.0,67.0,35.0,88.0,0.0,35.0,0.0,27.0,51.0,101.0,27.0,31.0,39.0,0.0,117.0,51.0,0.0,180.0,19.0,51.0,18.0,52.0,36.0,0.0,70.0,75.0,49.0,20.0,57.0,19.0,69.0,103.0,0.0,77.0,117.0,0.0,17.0,17.0,115.0,47.0,33.0,193.0,52.0,39.0,15.0,17.0,38.0,49.0,74.0,36.0,36.0,109.0,35.0,17.0,35.0,0.0,29.0,0.0,40.0,19.0,147.0,85.0,0.0,0.0,38.0,38.0,0.0,50.0,17.0,0.0,29.0,34.0,66.0,96.0,32.0,18.0,89.0,43.0,38.0,105.0,18.0,0.0,283.0,62.0,76.0,37.0,0.0,0.0,0.0,17.0,17.0,0.0,200.0,0.0,17.0,17.0,47.0,72.0,56.0,61.0,79.0,0.0,0.0,45.0,0.0,0.0,17.0,0.0,37.0,19.0,0.0,17.0,0.0,20.0,77.0,31.0,0.0,38.0,0.0,19.0,0.0,0.0,36.0,0.0,20.0,51.0,135.0,0.0,18.0,0.0,0.0,137.0,18.0,34.0,94.0,0.0,586.0,0.0,27.0,96.0,0.0,0.0,0.0,53.0,0.0,0.0,18.0,119.0,17.0,17.0,37.0,0.0,0.0,17.0,0.0,0.0,32.0,42.0,46.0,36.0,14.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,67.0,55.0,0.0,19.0,46.0,18.0,0.0,58.0,35.0,0.0,72.0,35.0,147.0,89.0,0.0,28.0,0.0,19.0,18.0,16.0,0.0,54.0,35.0,35.0,0.0,43.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,19.0,52.0,58.0,0.0,15.0,0.0,38.0,29.0,0.0,0.0,0.0,0.0,87.0,0.0,17.0,19.0,303.0,0.0,56.0,41.0,0.0,0.0,19.0,0.0,0.0,50.0,17.0,0.0,0.0,0.0,0.0,20.0,0.0,70.0,119.0,38.0,0.0,49.0,0.0,19.0,17.0,92.0,17.0,17.0,78.0,87.0,85.0,35.0,0.0,34.0,0.0,75.0,0.0,117.0,18.0,0.0,18.0,34.0,19.0,19.0,19.0,0.0,68.0,16.0,0.0,0.0,15.0,19.0,13.0,35.0,0.0,0.0,55.0,0.0,0.0,18.0,19.0,39.0,0.0,17.0,52.0,57.0,18.0,0.0,19.0,14.0,0.0,0.0,18.0,0.0,18.0,28.0,59.0,0.0,0.0,0.0,17.0,19.0,32.0,35.0,33.0,0.0,18.0,0.0,0.0,58.0,130.0,15.0,35.0,0.0,0.0,0.0,0.0,68.0,17.0,19.0,52.0,0.0,0.0,0.0,31.0,26.0,161.0,38.0,48.0,151.0,84.0,0.0,51.0,33.0,0.0,38.0,50.0,0.0,17.0,64.0,17.0,84.0,2113.0,358.0,71.0,38.0,0.0,129.0,39.0,20.0,0.0,90.0,0.0,100.0,39.0,0.0,0.0,36.0,0.0,103.0,55.0,168.0,150.0,32.0,19.0,0.0,34.0,48.0,83.0,0.0,99.0,0.0,19.0,35.0,17.0,35.0,20.0,53.0,0.0,203.0,0.0
